Hours,Shape
01,light
13,light
19,sphere
18,circle
20,circle
21,light
21,oval
22,disk
01,rectangle
21,egg
15,chevron
21,light
17,egg
22,oval
22,formation
17,disk
23,oval
23,unknown
17,other
00,triangle
00,triangle
14,chevron
19,other
02,unknown
03,disk
10,diamond
17,triangle
20,light
21,disk
23,light
12,disk
21,oval
22,circle
00,disk
03,disk
15,sphere
22,triangle
22,triangle
22,triangle
23,disk
23,disk
03,unknown
12,unknown
13,other
19,changing
21,light
21,light
21,light
22,light
22,other
23,disk
00,other
00,diamond
01,unknown
01,circle
21,light
21,unknown
22,unknown
22,sphere
23,flash
00,flash
00,circle
01,oval
03,triangle
03,sphere
04,light
13,disk
18,light
20,circle
23,flash
00,light
01,light
03,light
10,triangle
18,other
18,unknown
05,light
06,light
23,changing
07,other
18,formation
21,oval
22,fireball
22,light
23,light
23,disk
23,cigar
23,fireball
00,triangle
09,cigar
15,disk
16,disk
21,triangle
21,oval
21,teardrop
21,circle
21,circle
21,light
22,cigar
22,light
23,cylinder
23,circle
23,unknown
00,light
01,fireball
21,triangle
21,fireball
21,unknown
22,fireball
22,cigar
22,rectangle
22,fireball
23,other
01,light
03,unknown
15,sphere
19,light
20,circle
20,light
20,fireball
21,light
21,triangle
21,light
22,light
22,triangle
23,sphere
00,circle
00,light
05,unknown
08,other
10,light
18,circle
21,formation
21,circle
22,light
23,formation
00,other
01,light
03,light
03,triangle
04,changing
05,light
07,fireball
08,rectangle
08,light
16,light
20,light
20,unknown
20,light
20,teardrop
21,other
21,circle
21,light
21,fireball
21,disk
21,light
21,light
21,triangle
21,triangle
21,circle
21,light
21,circle
21,cigar
21,light
21,fireball
21,circle
21,chevron
21,chevron
21,other
22,light
22,disk
22,sphere
22,circle
22,other
22,light
22,sphere
22,triangle
22,triangle
22,changing
22,fireball
22,fireball
23,fireball
23,cross
23,light
23,light
08,fireball
08,fireball
10,unknown
11,sphere
11,fireball
11,triangle
12,oval
12,unknown
19,fireball
20,cigar
20,oval
20,sphere
20,formation
20,circle
20,light
20,triangle
20,formation
20,light
20,light
21,oval
21,fireball
21,circle
21,diamond
21,triangle
22,light
22,circle
23,sphere
12,disk
01,fireball
15,disk
14,other
12,disk
23,changing
11,circle
16,light
18,disk
03,light
10,disk
22,sphere
22,light
19,rectangle
23,triangle
23,formation
18,rectangle
21,triangle
20,light
12,oval
15,sphere
23,other
01,fireball
18,other
22,triangle
23,sphere
20,cylinder
22,triangle
12,sphere
22,oval
23,other
18,other
20,sphere
02,light
15,triangle
18,sphere
21,other
22,other
23,cigar
00,unknown
02,disk
09,other
21,circle
10,disk
13,oval
22,triangle
22,unknown
03,unknown
17,sphere
19,changing
22,light
22,sphere
23,light
02,fireball
04,diamond
12,unknown
22,light
22,circle
22,light
23,sphere
02,circle
13,cylinder
15,sphere
15,disk
20,triangle
22,sphere
22,unknown
22,unknown
00,flash
00,unknown
15,diamond
21,circle
21,oval
22,flash
23,disk
00,circle
00,chevron
03,sphere
04,other
10,flash
11,circle
13,circle
15,sphere
15,cigar
18,cigar
22,triangle
23,chevron
23,light
23,light
07,rectangle
18,cigar
22,circle
22,light
23,changing
05,light
08,oval
13,oval
13,disk
14,disk
20,sphere
22,light
23,unknown
02,light
05,triangle
20,fireball
22,light
00,circle
00,disk
01,flash
05,triangle
09,disk
09,light
15,egg
17,disk
20,other
20,sphere
20,fireball
21,circle
21,sphere
21,light
21,light
22,light
22,other
22,other
23,fireball
23,circle
23,rectangle
23,triangle
00,triangle
07,cylinder
20,light
21,light
21,fireball
21,sphere
21,fireball
21,rectangle
22,unknown
22,disk
22,circle
22,sphere
23,circle
23,sphere
23,oval
00,unknown
00,light
06,rectangle
09,circle
10,cross
14,sphere
17,circle
18,unknown
19,light
20,cigar
20,unknown
21,light
21,circle
22,light
22,egg
00,other
02,light
04,light
10,chevron
17,light
19,other
19,teardrop
20,sphere
21,fireball
22,sphere
22,triangle
22,triangle
23,light
00,light
00,sphere
02,sphere
05,unknown
10,light
10,fireball
11,triangle
11,disk
19,sphere
20,light
21,fireball
21,formation
21,light
21,sphere
21,fireball
21,fireball
21,light
22,light
22,light
22,sphere
22,fireball
22,light
23,oval
23,light
23,sphere
23,triangle
24,light
00,fireball
03,other
04,light
13,disk
16,cylinder
20,other
20,light
21,triangle
21,circle
21,light
21,oval
21,sphere
21,circle
21,light
21,other
21,light
21,circle
21,light
21,other
21,circle
21,circle
21,flash
22,unknown
22,light
22,light
23,cylinder
23,circle
23,light
24,circle
00,disk
20,disk
21,cigar
23,disk
12,cigar
12,other
22,triangle
02,triangle
23,triangle
23,triangle
23,triangle
00,triangle
11,other
24,sphere
18,other
20,unknown
20,fireball
22,cross
22,flash
00,fireball
12,circle
13,other
21,light
21,sphere
22,fireball
23,fireball
17,oval
21,disk
21,oval
21,light
23,light
00,fireball
01,flash
02,diamond
09,oval
19,light
20,diamond
20,unknown
21,light
21,triangle
21,cigar
22,light
22,light
10,chevron
14,disk
21,sphere
22,light
23,unknown
00,disk
00,cigar
00,triangle
01,light
01,disk
04,light
08,cigar
10,sphere
11,chevron
19,unknown
20,unknown
21,unknown
21,light
21,triangle
22,light
23,flash
03,unknown
23,fireball
03,triangle
04,circle
05,triangle
06,light
09,light
12,triangle
13,oval
15,sphere
20,light
22,light
22,circle
22,light
23,disk
24,circle
02,sphere
11,diamond
17,cylinder
19,sphere
19,triangle
21,circle
21,light
21,triangle
23,triangle
23,circle
01,sphere
09,disk
10,disk
13,sphere
17,light
18,circle
19,light
21,circle
21,unknown
22,fireball
22,unknown
22,light
22,light
23,triangle
23,light
00,light
22,chevron
23,teardrop
23,triangle
00,circle
04,flash
08,other
09,other
15,circle
21,formation
21,light
21,formation
22,fireball
23,circle
02,triangle
08,cross
20,rectangle
21,unknown
21,unknown
00,light
03,light
05,unknown
09,cigar
18,fireball
20,fireball
21,fireball
21,fireball
21,fireball
21,other
22,light
22,light
22,oval
00,light
10,egg
11,circle
11,flash
12,circle
21,circle
21,fireball
21,fireball
21,fireball
21,fireball
21,light
21,oval
21,disk
22,fireball
22,sphere
22,fireball
22,circle
23,triangle
23,circle
23,light
19,disk
10,oval
00,cigar
00,circle
21,other
22,cigar
16,disk
19,sphere
21,unknown
20,disk
21,light
19,other
17,circle
19,disk
03,other
22,disk
23,circle
23,rectangle
19,light
18,cylinder
23,disk
21,light
20,rectangle
22,triangle
09,triangle
20,cigar
21,light
23,triangle
19,circle
07,fireball
19,flash
19,fireball
20,fireball
21,cigar
22,changing
02,fireball
05,triangle
12,formation
14,other
19,teardrop
21,other
22,triangle
22,triangle
22,light
22,sphere
22,light
23,light
18,light
19,other
20,light
21,triangle
21,triangle
23,fireball
15,disk
19,triangle
20,unknown
20,light
21,triangle
21,triangle
21,triangle
21,diamond
22,light
22,light
22,formation
22,light
23,unknown
23,egg
00,circle
02,light
07,sphere
15,rectangle
16,light
18,light
21,light
23,light
04,flash
05,circle
05,triangle
09,formation
10,circle
12,teardrop
15,diamond
16,disk
18,circle
20,circle
20,light
20,formation
20,circle
20,light
20,light
21,other
21,circle
21,triangle
22,unknown
22,unknown
22,light
23,flash
01,other
02,triangle
12,oval
14,disk
18,oval
20,light
20,disk
22,triangle
22,sphere
22,unknown
22,light
22,light
23,light
00,circle
03,triangle
12,disk
12,circle
15,sphere
18,light
18,unknown
18,disk
20,light
20,circle
21,unknown
21,light
22,rectangle
23,light
24,oval
06,unknown
20,unknown
21,oval
21,sphere
22,other
23,triangle
23,fireball
05,unknown
14,cylinder
17,cigar
20,oval
21,triangle
22,triangle
09,cigar
14,cylinder
20,oval
20,light
21,unknown
22,light
22,triangle
22,changing
22,sphere
23,flash
23,light
08,other
17,fireball
18,disk
20,light
21,circle
21,sphere
01,sphere
05,other
05,light
19,rectangle
20,unknown
20,sphere
20,unknown
21,oval
21,cone
21,circle
21,circle
22,triangle
22,unknown
23,sphere
23,disk
00,light
02,circle
02,sphere
05,light
08,unknown
09,circle
09,fireball
12,circle
13,cylinder
14,other
19,light
19,disk
20,sphere
20,circle
20,formation
20,egg
20,light
21,other
21,circle
21,fireball
21,circle
21,circle
22,cigar
22,unknown
22,circle
22,changing
22,circle
23,unknown
23,light
23,unknown
23,circle
23,teardrop
23,fireball
23,light
00,other
01,sphere
01,oval
02,unknown
03,light
03,disk
10,triangle
10,light
16,sphere
18,flash
19,sphere
20,fireball
20,oval
20,fireball
20,fireball
20,triangle
21,cone
21,unknown
21,light
22,light
22,unknown
22,triangle
22,sphere
22,light
22,triangle
22,changing
23,fireball
23,light
23,circle
02,light
16,cross
20,unknown
20,flash
22,rectangle
22,unknown
23,unknown
23,fireball
23,formation
24,circle
20,other
21,cigar
22,sphere
21,triangle
16,cigar
16,cigar
00,diamond
05,light
15,diamond
16,light
19,disk
20,triangle
20,fireball
20,chevron
20,light
20,changing
20,other
20,oval
20,oval
21,teardrop
21,light
21,changing
21,light
22,light
22,flash
22,fireball
22,disk
01,triangle
20,other
21,other
22,cigar
23,sphere
00,unknown
05,sphere
06,cigar
06,other
08,oval
08,disk
09,cigar
09,formation
09,light
09,triangle
09,other
11,sphere
12,sphere
12,cigar
13,sphere
15,chevron
19,light
20,light
20,circle
20,light
20,circle
21,changing
21,light
21,cone
22,circle
22,circle
22,light
22,triangle
22,formation
23,light
23,light
23,light
20,unknown
21,sphere
22,oval
22,light
22,formation
23,fireball
24,triangle
00,formation
00,triangle
02,triangle
03,sphere
19,flash
19,oval
20,circle
21,circle
21,light
22,light
22,triangle
23,circle
23,circle
03,flash
16,triangle
20,circle
20,disk
20,light
20,fireball
21,oval
21,oval
21,flash
22,light
22,light
23,triangle
23,flash
00,other
01,triangle
05,circle
17,sphere
19,diamond
19,flash
20,unknown
21,light
22,light
22,light
22,triangle
23,light
00,fireball
20,fireball
22,triangle
22,fireball
22,cigar
22,rectangle
22,fireball
23,fireball
00,formation
09,changing
11,other
17,disk
19,light
20,sphere
20,sphere
21,circle
21,light
21,chevron
21,triangle
21,light
22,light
01,formation
07,light
15,light
16,light
18,light
19,unknown
19,sphere
20,circle
20,disk
20,unknown
21,teardrop
21,light
21,sphere
21,circle
21,changing
21,sphere
22,changing
22,light
23,triangle
23,light
02,disk
10,light
15,other
17,triangle
18,oval
18,rectangle
20,fireball
20,light
21,unknown
22,circle
22,triangle
00,fireball
00,light
09,triangle
19,light
20,changing
20,circle
21,circle
21,diamond
21,light
22,sphere
22,formation
00,light
00,circle
00,light
01,light
02,sphere
03,flash
04,sphere
05,unknown
08,sphere
10,oval
10,flash
11,cylinder
13,other
16,light
20,triangle
20,light
20,egg
20,oval
21,circle
21,triangle
21,triangle
21,fireball
21,flash
21,circle
22,formation
23,fireball
23,light
00,sphere
02,circle
09,circle
10,cigar
10,unknown
12,oval
17,unknown
19,triangle
20,circle
20,changing
20,cylinder
21,fireball
21,triangle
22,rectangle
22,circle
23,triangle
23,light
23,fireball
23,other
13,disk
16,sphere
23,circle
20,disk
20,light
12,circle
20,fireball
13,sphere
22,sphere
18,light
23,disk
02,oval
14,disk
08,cigar
14,sphere
15,triangle
22,rectangle
22,circle
10,disk
19,light
22,disk
16,triangle
17,light
21,disk
23,disk
20,other
20,disk
22,oval
04,oval
09,sphere
19,light
20,unknown
21,disk
22,light
22,light
23,fireball
00,triangle
13,disk
16,triangle
18,sphere
18,chevron
18,disk
20,cone
20,light
23,triangle
03,circle
14,other
19,triangle
19,light
21,light
22,disk
02,unknown
19,disk
20,other
20,disk
20,triangle
20,circle
20,other
21,sphere
22,formation
22,triangle
17,sphere
20,disk
16,light
19,disk
20,triangle
21,light
19,diamond
20,disk
21,triangle
19,triangle
19,oval
21,light
22,sphere
23,unknown
13,rectangle
19,oval
00,triangle
15,other
20,unknown
00,other
20,disk
17,disk
20,light
14,sphere
18,disk
06,circle
21,triangle
21,triangle
22,other
01,triangle
11,unknown
13,sphere
15,rectangle
16,rectangle
17,rectangle
19,circle
22,light
20,rectangle
21,triangle
22,triangle
21,triangle
22,light
01,sphere
02,light
11,changing
16,triangle
18,sphere
02,triangle
09,changing
09,light
10,diamond
10,light
01,light
17,disk
20,unknown
22,fireball
22,oval
18,disk
20,fireball
22,light
01,oval
01,triangle
06,disk
10,circle
16,cigar
19,triangle
20,sphere
00,triangle
01,unknown
01,triangle
01,formation
04,light
06,changing
06,formation
12,light
15,cigar
16,cigar
17,oval
19,rectangle
19,unknown
20,fireball
21,triangle
21,triangle
21,changing
21,cigar
21,other
21,triangle
21,other
21,fireball
21,formation
21,fireball
21,fireball
21,fireball
21,light
21,light
21,teardrop
21,light
21,unknown
21,fireball
21,triangle
21,fireball
21,changing
21,cigar
22,light
22,cigar
22,triangle
23,formation
23,other
23,rectangle
23,other
23,light
23,fireball
02,egg
08,other
18,other
20,circle
21,light
21,triangle
21,cylinder
22,triangle
22,fireball
22,triangle
22,flash
23,other
00,oval
01,formation
03,triangle
03,disk
04,other
04,other
04,sphere
04,oval
16,fireball
19,cigar
21,light
21,disk
22,fireball
23,triangle
23,disk
00,triangle
04,light
06,unknown
11,changing
18,rectangle
19,disk
20,sphere
20,triangle
21,unknown
23,light
23,triangle
23,triangle
23,triangle
01,light
11,oval
14,teardrop
16,sphere
17,sphere
17,circle
17,unknown
18,light
19,disk
20,other
20,light
22,circle
23,other
23,light
23,light
02,light
03,sphere
03,triangle
10,circle
11,sphere
18,oval
20,triangle
20,egg
20,light
22,light
22,unknown
22,light
02,oval
04,rectangle
05,light
13,cylinder
15,disk
18,light
19,cylinder
20,light
20,light
20,triangle
21,triangle
21,sphere
21,chevron
21,light
22,egg
22,triangle
23,unknown
01,rectangle
01,light
04,triangle
08,unknown
16,changing
19,sphere
20,light
21,teardrop
21,other
22,circle
23,sphere
23,fireball
23,oval
01,oval
02,light
03,unknown
03,unknown
05,circle
05,triangle
11,circle
11,sphere
15,sphere
19,other
19,sphere
19,oval
19,fireball
21,triangle
21,fireball
21,fireball
21,formation
22,light
22,rectangle
22,triangle
23,other
23,sphere
23,other
03,light
11,triangle
20,light
20,unknown
22,chevron
23,triangle
23,light
23,unknown
23,light
04,rectangle
04,rectangle
05,light
12,sphere
12,oval
18,sphere
20,fireball
20,light
21,light
22,sphere
23,rectangle
06,sphere
17,other
18,light
20,sphere
21,circle
21,light
21,light
21,light
22,other
22,circle
22,light
22,chevron
01,triangle
01,light
03,circle
04,circle
09,other
18,cone
18,light
20,rectangle
20,light
20,light
21,cylinder
21,fireball
21,unknown
21,light
21,changing
21,formation
21,light
22,sphere
22,disk
22,other
23,light
23,circle
23,light
00,triangle
02,oval
02,circle
09,fireball
09,light
10,fireball
10,triangle
11,light
16,changing
17,formation
17,unknown
19,other
20,sphere
20,light
20,light
20,light
20,fireball
20,light
21,fireball
21,fireball
21,light
21,fireball
21,light
21,sphere
21,sphere
21,disk
21,fireball
22,triangle
22,light
22,triangle
22,circle
22,triangle
22,teardrop
23,circle
23,unknown
23,light
23,light
23,light
23,circle
23,fireball
24,circle
24,disk
00,oval
01,disk
02,fireball
03,light
03,light
09,sphere
15,egg
17,other
18,other
19,light
19,unknown
20,disk
20,formation
20,fireball
20,triangle
21,fireball
21,fireball
21,disk
21,fireball
21,fireball
21,circle
21,light
21,unknown
21,triangle
22,oval
22,oval
22,light
22,fireball
22,cigar
23,light
23,triangle
24,formation
23,circle
18,triangle
19,triangle
05,sphere
22,flash
16,egg
23,circle
23,cylinder
00,other
19,fireball
19,triangle
22,teardrop
11,disk
15,other
23,oval
04,light
09,sphere
10,disk
18,fireball
18,fireball
20,triangle
05,circle
12,oval
18,unknown
20,light
20,cigar
21,light
02,unknown
07,triangle
14,sphere
19,other
23,light
23,cigar
00,circle
00,teardrop
01,light
02,rectangle
03,other
03,light
07,disk
12,fireball
14,changing
18,light
20,triangle
21,light
22,unknown
22,other
22,light
23,unknown
01,egg
14,other
16,cigar
16,triangle
17,oval
17,sphere
20,light
21,triangle
22,light
01,unknown
04,disk
06,rectangle
13,circle
20,light
20,light
20,triangle
20,circle
20,light
20,triangle
20,unknown
21,other
21,circle
21,light
22,rectangle
23,fireball
23,triangle
00,oval
01,flash
03,oval
03,triangle
11,cigar
17,sphere
20,light
20,light
21,unknown
21,unknown
23,triangle
01,unknown
05,light
09,triangle
12,unknown
15,diamond
20,light
21,light
21,other
22,formation
22,unknown
06,circle
14,disk
22,light
01,light
03,egg
03,circle
04,triangle
04,oval
04,unknown
05,light
05,teardrop
05,oval
20,light
20,light
21,unknown
22,light
02,light
16,sphere
20,disk
20,triangle
20,fireball
20,disk
20,fireball
21,oval
23,fireball
02,fireball
10,circle
11,triangle
11,triangle
12,teardrop
13,chevron
19,cylinder
20,light
20,other
20,triangle
20,unknown
20,fireball
21,circle
21,triangle
22,light
22,circle
22,fireball
22,fireball
22,triangle
00,fireball
01,sphere
01,fireball
03,unknown
04,triangle
12,other
20,triangle
20,light
21,cigar
22,triangle
01,light
02,diamond
04,light
14,circle
15,other
20,circle
20,sphere
20,circle
21,triangle
21,triangle
23,unknown
00,triangle
04,triangle
06,changing
11,light
14,circle
15,unknown
16,changing
19,circle
19,light
19,other
19,oval
20,disk
20,light
20,fireball
20,sphere
20,fireball
20,other
20,formation
20,other
21,oval
21,other
21,disk
22,circle
22,light
22,disk
22,light
23,fireball
23,fireball
23,light
23,circle
00,fireball
00,cross
01,light
06,oval
18,triangle
20,light
20,fireball
20,triangle
20,triangle
20,light
21,changing
21,light
23,triangle
24,triangle
21,disk
21,light
21,triangle
02,flash
20,triangle
22,formation
18,other
21,fireball
21,fireball
22,circle
22,formation
22,other
23,other
24,light
01,fireball
02,other
04,light
04,unknown
04,oval
11,other
20,oval
22,light
23,flash
00,other
05,rectangle
13,sphere
17,formation
19,flash
20,cigar
21,triangle
21,light
22,oval
00,light
01,other
06,triangle
10,disk
14,cigar
17,sphere
17,unknown
18,rectangle
